symbol,year,layer,field,vlm_value,ref_value,detail,resolution
BOK,2021,L5,net_income,1103627,1104.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
BOK,2022,L5,net_income,454864,455.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
BOK,2024,L5,net_income,3615121,3615.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
BOK,2024,L5,total_assets,477563867,477564.0,VLM vs parser,
BOK,2025,L5,net_income,5815763,5816.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
BOK,2025,L5,total_assets,453299614,453300.0,VLM vs parser,
BOP,2019,L5,net_income,8248529,8248.528,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
BOP,2022,L2,net_income,10834207,10834.0,prior-year overlap,
BOP,2023,L2,net_income,11339185,11339.0,prior-year overlap,
BOP,2023,L5,net_income,11339185,11339.0,VLM vs parser,
BOP,2024,L2,net_income,13375362,13375.0,prior-year overlap,
BOP,2024,L5,net_income,13375362,13375.0,VLM vs parser,
BOP,2025,L5,net_income,15937630,15938.0,VLM vs parser,
BPBL,2013,L3,Eq,-7421.0,,negative equity,
BPBL,2014,L3,Eq,-6546.0,,negative equity,
BPBL,2015,L3,Eq,-6698.0,,negative equity,
BPBL,2016,L3,Eq,-6466.0,,negative equity,
BPBL,2017,L3,Eq,-6338.0,,negative equity,
BPBL,2018,L3,Eq,-6519.0,,negative equity,
BPBL,2019,L3,Eq,-7426.0,,negative equity,
BPL,2018,L5,current_liabilities,600786,619604.0,VLM vs parser,
BPL,2022,L5,cost_of_sales,4328477,4494627.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
BPL,2024,L2,total_assets,1475463,1222372.0,prior-year overlap,
BTL,2022,L5,current_assets,1117371557,11284645393.0,VLM vs parser,
BTL,2024,L2,net_income,3206701.0,-1706231.465,prior-year overlap,
BTL,2024,L5,current_liabilities,10888891288,11113519525.0,VLM vs parser,
BUXL,2013,L5,current_liabilities,91832,93668.0,VLM vs parser,
BUXL,2016,L1,TA=TL+Eq,175608,115173,,
BUXL,2017,L3,Eq,83227,14316,YoY x5.8,
BUXL,2017,L5,current_liabilities,132588,172588.0,VLM vs parser,
BWCL,2020,L5,current_liabilities,18675251,20924984.0,VLM vs parser,
BWCL,2023,L3,TA,17513676,133444093,YoY x0.1,
BWCL,2023,L5,total_assets,17513676,175139676.0,VLM vs parser,
BWCL,2024,L3,TA,167909448,17513676,YoY x9.6,
BWCL,2024,L5,current_assets,26827335,31712995.0,VLM vs parser,
BWHL,2013,L5,current_liabilities,134656,176893.0,VLM vs parser,
BWHL,2014,L5,current_liabilities,91337,144707.0,VLM vs parser,
BWHL,2015,L5,current_assets,876483,967245.0,VLM vs parser,
BWHL,2015,L5,current_liabilities,96164,97419.0,VLM vs parser,
BWHL,2016,L5,current_assets,354064,1073609.0,VLM vs parser,
BWHL,2023,L5,current_liabilities,255294,275195.0,VLM vs parser,
BYCO,2015,L5,current_assets,19065604,35997108.0,VLM vs parser,
CCM,2013,L2,total_equity,3100213,571916.0,prior-year overlap,
CCM,2014,L2,total_equity,3139325,616801.0,prior-year overlap,
CCM,2014,L5,current_liabilities,739980,747473.0,VLM vs parser,
CCM,2024,L2,net_income,76642.0,50679.0,prior-year overlap,
CCM,2024,L5,current_assets,2361107,7634060.0,VLM vs parser,
CCM,2024,L5,current_liabilities,1948299,1978801.0,VLM vs parser,
CCM,2025,L5,current_assets,2955889,8228842.0,VLM vs parser,
CCM,2025,L5,current_liabilities,2000417,2030891.0,VLM vs parser,
CENI,2020,L5,net_income,242602,872978.0,VLM vs parser,
CEPB,2015,L2.5,revenue,13186182,15391.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
CEPB,2017,L2.5,revenue,15401157.0,18021.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
CEPB,2019,L2.5,revenue,22240624,25993.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
CEPB,2020,L2.5,revenue,24344956,28440.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
CEPB,2021,L2.5,revenue,28659905,33481.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
CEPB,2021,L5,current_assets,11443113,11583405.0,VLM vs parser,
CEPB,2022,L2.5,revenue,39000247,45561.0,summary-vs-audited,
CEPB,2023,L2,net_income,2211921.0,904989.0,prior-year overlap,
CEPB,2023,L2.5,revenue,47661248,55790.0,summary-vs-audited,
CFL,2014,L5,current_assets,873111846,898627753.0,VLM vs parser,
CFL,2015,L2,cash,8272.494,152353.01,prior-year overlap,
CFL,2015,L5,cash,8272494,152353010.0,VLM vs parser,
CFL,2018,L2.5,revenue,4439239208.0,9239208.0,summary-vs-audited,
CFL,2024,L2.5,revenue,6499839404.0,6847571401.0,summary-vs-audited,
CFL,2024,L2.5,total_assets,6803994938.0,7688149868.0,summary-vs-audited,
CFL,2025,L5,current_assets,1615955755,4154852955.0,VLM vs parser,
CFL,2025,L5,current_liabilities,220490,2204901330.0,VLM vs parser,
CHAS,2018,L2,revenue,10275004,11268243.0,prior-year overlap,
CHAS,2018,L5,revenue,10275004,11268243.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
CHAS,2019,L2,revenue,12420711,13428169.0,prior-year overlap,
CHAS,2019,L5,revenue,12420711,13428169.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
CHAS,2020,L2,revenue,15929690,18055970.0,prior-year overlap,
CHAS,2020,L5,revenue,15929690,18055970.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
CHAS,2021,L2,revenue,16037086,18058031.0,prior-year overlap,
CHAS,2021,L5,revenue,16037086,18058031.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
CHAS,2022,L2,revenue,17094813,19274279.0,prior-year overlap,
CHAS,2022,L5,current_assets,5918070,63198693.0,VLM vs parser,
CHAS,2022,L5,revenue,17094813,19274279.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
CHAS,2023,L5,revenue,26375717,29371617.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
CHBL,2021,L2.5,total_assets,10864863757,864863757.0,summary-vs-audited,
CHBL,2022,L2.5,total_assets,10900333709,900333709.0,summary-vs-audited,
CHBL,2022,L5,current_assets,563293216,711235959.0,VLM vs parser,
CHBL,2023,L2.5,total_assets,11125489371,1125489371.0,summary-vs-audited,
CHBL,2023,L5,current_assets,889733984,1441429586.0,VLM vs parser,
CHBL,2024,L2.5,total_assets,10918698037,918698037.0,summary-vs-audited,
CHBL,2024,L5,current_assets,1336666261,1888361863.0,VLM vs parser,
CHBL,2025,L2.5,total_assets,10270170548,270170548.0,summary-vs-audited,
CHCC,2016,L5,current_assets,2004822,2604940.0,VLM vs parser,
CHCC,2019,L1,Sales-COGS=GP,5827467,2883114,,
CLOV,2017,L5,current_assets,307549,431274.0,VLM vs parser,
CLOV,2018,L3,Eq,197924,197924,exact repeat,
CLOV,2018,L3,TA,308067,308067,exact repeat,
CLOV,2018,L5,current_assets,307549,431274.0,VLM vs parser,
CLOV,2019,L3,Eq,1027223,197924,YoY x5.2,
CLOV,2024,L3,Sales,1812302,59412,YoY x30.5,
CLVL,2025,L3,TA,1060315.534,13337756.0,YoY x0.1,
COLG,2025,L5,current_liabilities,17981310,19051463.0,VLM vs parser,
CRTM,2018,L3,Eq,8370329,8370329,exact repeat,
CRTM,2018,L3,Sales,11314259,11314259,exact repeat,
CRTM,2018,L3,TA,17614086,17614086,exact repeat,
CRTM,2024,L2,net_income,1347099.0,-1749842.0,prior-year overlap,
CSAP,2013,L2,total_assets,4808941,4888728.0,prior-year overlap,
CSAP,2014,L5,current_assets,1482398,1536735.0,VLM vs parser,
CSAP,2019,L1,Sales-COGS=GP,627492,220389,,
CSAP,2020,L2,cash,29620,23388.0,prior-year overlap,
CSAP,2020,L5,cash,29620,23.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
CSAP,2021,L1,Sales-COGS=GP,1732276,496733,,
CSAP,2022,L5,current_liabilities,2155336,3353.7000000000003,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
CSAP,2022,L5,total_assets,8445136,8445.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
CSAP,2023,L2,revenue,4515598,5282780.0,prior-year overlap,
CSAP,2023,L5,revenue,4515598,5282780.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
CSAP,2024,L1,Sales-COGS=GP,4276952,2636367,,
CSAP,2025,L5,revenue,6380650,7499843.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
CSIL,2017,L2.5,net_income,73166684.0,73.17,summary-vs-audited,
CSIL,2018,L2.5,total_assets,1179593086,1179.59,summary-vs-audited,
CSIL,2019,L2.5,total_assets,1254771351,1254.77,summary-vs-audited,
CSIL,2020,L2.5,net_income,54581782.0,54.58,summary-vs-audited,
CSIL,2020,L2.5,total_assets,1333074411,1333.07,summary-vs-audited,
CSIL,2021,L2.5,net_income,46844136.0,6.84,summary-vs-audited,
CSIL,2021,L2.5,total_assets,1404565958,1404.57,summary-vs-audited,
CSIL,2022,L2.5,net_income,26932992.0,6.93,summary-vs-audited,
CSIL,2022,L2.5,total_assets,1467091466,1467.09,summary-vs-audited,
CSIL,2023,L2.5,net_income,68103151.0,26.93,summary-vs-audited,
CSIL,2023,L2.5,total_assets,1588442027,1467.09,summary-vs-audited,
CSIL,2024,L2.5,total_assets,1522523739,1522.52,summary-vs-audited,
CTM,2015,L3,TA,27492901.0,4627476,YoY x5.9,
CTM,2017,L2.5,total_assets,27044401,26036256.0,summary-vs-audited,
CTM,2018,L3,Sales,16595202000.0,13545840.0,YoY x1225.1,
CTM,2019,L3,Sales,23123399.0,16595202000.0,YoY x0.0,
CWSM,2020,L3,Eq,-2693.868,,negative equity,
CWSM,2021,L3,Eq,-51268.752,,negative equity,
CWSM,2022,L1,Sales-COGS=GP,0,-42496234,,
CWSM,2022,L3,Eq,-94522.864,,negative equity,
CWSM,2023,L1,Sales-COGS=GP,-78944988,-39472494,,
CWSM,2023,L3,Sales,-39472.494,42496.234,YoY x-0.9,
CYAN,2016,L5,current_assets,3632542,3791527.0,VLM vs parser,
CYAN,2022,L5,current_assets,858781,-343621.0,VLM vs parser,
CYAN,2022,L5,current_liabilities,343172,351512.0,VLM vs parser,
CYAN,2023,L5,current_liabilities,105530,361204.0,VLM vs parser,
DADX,2014,L5,current_assets,952769,980926.0,VLM vs parser,
DADX,2016,L3,Eq,1263384,1263384,exact repeat,
DADX,2016,L3,Sales,2163119,2163119,exact repeat,
DADX,2016,L3,TA,2954393,2954393,exact repeat,
DADX,2019,L5,current_assets,1411721,1120327.0,VLM vs parser,
DADX,2019,L5,current_liabilities,2194357,4283126.0,VLM vs parser,
DADX,2023,L5,current_assets,829645,2325807.0,VLM vs parser,
DADX,2023,L5,current_liabilities,2101451,2124444.0,VLM vs parser,
DADX,2024,L5,current_assets,716087,1439292.0,VLM vs parser,
DAWH,2013,L5,current_assets,20602905,41098.0,VLM vs parser,
DAWH,2015,L5,current_assets,1164490,1340405.0,VLM vs parser,
DAWH,2018,L3,TA,3601713,39600886.0,YoY x0.1,
DAWH,2019,L3,Eq,31603723,3091065,YoY x10.2,
DAWH,2019,L3,TA,42257680,3601713,YoY x11.7,
DAWH,2020,L5,current_liabilities,8055329,16112679.0,VLM vs parser,
DAWH,2023,L5,cash,33123,122905.0,VLM vs parser,
DAWH,2023,L5,current_assets,8696492,709268.0,VLM vs parser,
DAWH,2023,L5,current_liabilities,3323893,396947.0,VLM vs parser,
DAWH,2023,L5,net_income,10349773,324604.0,VLM vs parser,
DAWH,2023,L5,total_assets,32123522,4461766.0,VLM vs parser,
DEL,2014,L2.5,total_assets,216794729,161576802.0,summary-vs-audited,
DFML,2014,L3,Eq,-2251860,,negative equity,
DFML,2015,L3,Eq,-2219707,,negative equity,
DFML,2015,L3,Sales,54161,986779,YoY x0.1,
DFML,2017,L2,revenue,84517,97771.0,prior-year overlap,
DFML,2017,L3,Eq,-2038895,,negative equity,
DFML,2017,L5,revenue,84517,97771.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
DFML,2018,L2,revenue,52656,61631.0,prior-year overlap,
DFML,2018,L5,revenue,52656,61631.0,VLM vs parser,
DFML,2019,L3,Eq,-2352631,,negative equity,
DFML,2025,L3,Sales,1405314,11980.0,YoY x117.3,
DFSM,2025,L3,Eq,9731105.901,1146727.046,YoY x8.5,
DGKC,2014,L2.5,revenue,26542509,32344996.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
DGKC,2020,L2,cash,687991,347834.0,prior-year overlap,
DGKC,2020,L5,cash,687991,347834.0,VLM vs parser,
DGKC,2021,L3,TA,137894697,27281347,YoY x5.1,
DGKC,2022,L2,total_equity,72643712,69918102.0,prior-year overlap,
DGKC,2025,L5,current_assets,47908042,49292641.0,VLM vs parser,
DIIL,2018,L2,total_assets,424026.466,386031.249,prior-year overlap,
DIIL,2018,L3,Sales,96742.285,940883.814,YoY x0.1,
DIIL,2022,L3,Sales,1785557.455,163264.335,YoY x10.9,
DINT,2018,L3,Sales,9479186.625,7421.792,YoY x1277.2,
DINT,2022,L5,current_liabilities,14044674624,32177363051.0,VLM vs parser,
DINT,2023,L5,current_liabilities,20108827407,39577231271.0,VLM vs parser,
DINT,2024,L2,revenue,39608139.408,40155.0,prior-year overlap,
DKTM,2021,L5,cost_of_sales,-61213549,22.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
DLL,2013,L5,current_assets,552095,1301072.0,VLM vs parser,
DLL,2015,L2,net_income,1282119,622548.0,prior-year overlap,
DLL,2015,L5,cash,510644,9172.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
DLL,2015,L5,current_assets,1221637,1238725.0,VLM vs parser,
DLL,2015,L5,current_liabilities,348364,353473.0,VLM vs parser,
DLL,2016,L5,current_assets,755245,1312181.0,VLM vs parser,
DLL,2017,L5,current_assets,298412,335650.0,VLM vs parser,
DLL,2022,L2.5,total_assets,3560038,34931100.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
DLL,2022,L5,current_assets,1166200,1394395.0,VLM vs parser,
DLL,2022,L5,current_liabilities,211680,858267.0,VLM vs parser,
DLL,2024,L5,current_assets,5174270,7569083.0,VLM vs parser,
DLL,2025,L2.5,net_income,17090471,9854391.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
DLL,2025,L2.5,total_assets,28524357,40251423.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
DLL,2025,L2.5,total_equity,25387466,33372206.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
DLL,2025,L2.5,total_liabilities,3136891,6879217.0,summary-vs-audited,
DMTX,2014,L2,total_equity,502211.108,-69536.39,prior-year overlap,
DMTX,2015,L1,TA=TL+Eq,752827474,222573427,,
DMTX,2015,L3,Eq,25423.795,502211.108,YoY x0.1,
DMTX,2015,L3,Sales,3574.459,428822.118,YoY x0.0,
DMTX,2015,L5,current_assets,16913568,17480688.0,VLM vs parser,
DMTX,2016,L1,TA=TL+Eq,730418612,127756718,,
DMTX,2016,L3,Eq,-30960.872,25423.795,YoY x-1.2,
DMTX,2016,L3,Eq,-30960.872,,negative equity,
DMTX,2016,L3,Sales,198.08,3574.459,YoY x0.1,
DMTX,2016,L5,current_assets,26124095,32220271.0,VLM vs parser,
DMTX,2017,L5,current_assets,26918991,62146233.0,VLM vs parser,
DMTX,2018,L5,current_assets,24714244,59941486.0,VLM vs parser,
DMTX,2019,L5,current_assets,25669838,60897080.0,VLM vs parser,
DMTX,2021,L5,current_assets,48904243,90048384.0,VLM vs parser,
DMTX,2021,L5,current_liabilities,108586018,110010027.0,VLM vs parser,
DNCC,2014,L3,Eq,-2224813.69,,negative equity,
DNCC,2015,L3,Eq,-2261786.941,,negative equity,
DNCC,2018,L3,Eq,-2043690.294,,negative equity,
DNCC,2018,L5,current_assets,765872623,775261198.0,VLM vs parser,
DNCC,2019,L5,current_assets,875392889,885141460.0,VLM vs parser,
DNCC,2020,L3,Sales,296105.6,1593516.615,YoY x0.2,
DNCC,2021,L5,current_assets,415911734,427353711.0,VLM vs parser,
DOL,2014,L1,TA=TL+Eq,2665699,3162681,,
DOL,2022,L5,current_assets,1358769,1455622.0,VLM vs parser,
DOL,2025,L5,current_assets,2400359,2527889.0,VLM vs parser,
DSIL,2015,L2,total_equity,-56021.907,-150974.211,prior-year overlap,
DSIL,2015,L3,Eq,-56021.907,,negative equity,
DSIL,2016,L1,TA=TL+Eq,732440692,507051174,,
DSIL,2016,L3,Eq,-124847.935,,negative equity,
DSIL,2019,L5,current_liabilities,292148868,305148868.0,VLM vs parser,
DSIL,2020,L5,current_assets,20624720,33567114.0,VLM vs parser,
DSIL,2020,L5,current_liabilities,166447339,174761426.0,VLM vs parser,
DSIL,2022,L5,current_liabilities,153768186,168140181.0,VLM vs parser,
DSL,2014,L2,total_equity,572695.312,305689.227,prior-year overlap,
DSL,2020,L3,Sales,11270.03,576657.96,YoY x0.0,
DSL,2020,L5,current_assets,76019471,76876129.0,VLM vs parser,
DSL,2023,L3,Eq,29010.302,241577.527,YoY x0.1,
DSML,2015,L3,Sales,32585.974,1363715.008,YoY x0.0,
DSML,2021,L3,Eq,-137569.222,,negative equity,
DWSM,2019,L3,Sales,5707989323.0,4738180.041,YoY x1204.7,
DWSM,2019,L3,TA,6179328638,7673516.561,YoY x805.3,
DWSM,2020,L3,Sales,3824784.973,5707989323.0,YoY x0.0,
DWSM,2020,L3,TA,6792920.232,6179328638,YoY x0.0,
DWSM,2024,L3,Eq,-661440.954,,negative equity,
DWTM,2021,L3,Eq,-3906360.259,,negative equity,
DYNO,2021,L2.5,total_assets,340759003,3407590.0,summary-vs-audited,
DYNO,2021,L5,total_assets,340759003,3407590037.0,VLM vs parser,
DYNO,2024,L5,current_assets,45438,4543827530.0,VLM vs parser,
ECOP,2019,L5,current_assets,1102483,1138483.0,VLM vs parser,
ECOP,2023,L5,current_assets,1410539,1450780.0,VLM vs parser,
EFERT,2013,L2,total_assets,109928787,109928.0,prior-year overlap,
EFERT,2014,L3,TA,111472.0,109928787,YoY x0.0,
EFERT,2016,L5,current_assets,28064003,28798339.0,VLM vs parser,
EFERT,2017,L5,current_assets,38283045,29116718.0,VLM vs parser,
EFERT,2018,L5,current_liabilities,39128581,82427673.0,VLM vs parser,
EFERT,2019,L5,current_liabilities,49135424,108448302.0,VLM vs parser,
EFERT,2019,L5,inventory,3568895,12477638.0,VLM vs parser,
EFERT,2021,L3,Sales,1592380168,105846000,YoY x15.0,
EFERT,2024,L1,Sales-COGS=GP,82285000,72285000,,
EFERT,2024,L2,revenue,266676000,256675163.0,prior-year overlap,
EFERT,2024,L2,total_assets,162922131,170602110.0,prior-year overlap,
EFERT,2024,L2,total_equity,46628677,92611152.0,prior-year overlap,
EFERT,2024,L2,total_liabilities,116323474,123143566.0,prior-year overlap,
EFERT,2025,L5,current_assets,96084407,165370036.0,VLM vs parser,
EFERT,2025,L5,total_equity,44747238,103081668.0,VLM vs parser,
EFOODS,2015,L2.5,total_assets,26285386,45998684.0,summary-vs-audited,
EFUG,2021,L3,Eq,20350731,1133813,YoY x17.9,
EFUG,2021,L3,Sales,9806853,1653182,YoY x5.9,
EFUG,2021,L3,TA,47000332,4371530,YoY x10.8,
EFUL,2022,L3,Eq,6348.55,6178379,YoY x0.0,
EFUL,2022,L3,TA,178513.568,163179955,YoY x0.0,
EFUL,2023,L3,Eq,6949343,6348.55,YoY x1094.6,
EFUL,2023,L3,TA,210203902,178513.568,YoY x1177.5,
ELCM,2018,L3,Eq,54181.944,8632.092,YoY x6.3,
ELSM,2018,L3,Eq,1549270381.0,1549270.381,YoY x1000.0,
ELSM,2018,L3,Sales,5563118648.0,5563118.648,YoY x1000.0,
ELSM,2018,L3,TA,6253850317,6253850.317,YoY x1000.0,
ELSM,2019,L3,Eq,1634433.502,1549270381.0,YoY x0.0,
ELSM,2019,L3,Sales,6346641.819,5563118648.0,YoY x0.0,
ELSM,2019,L3,TA,5593261.423,6253850317,YoY x0.0,
ELSM,2022,L5,current_assets,5297879953,5379109387.0,VLM vs parser,
EMCO,2014,L1,TA=TL+Eq,2118944137,2185375932,,
EMCO,2022,L3,Sales,2586227053.0,2035456.797,YoY x1270.6,
EMCO,2023,L3,Sales,3545524.014,2586227053.0,YoY x0.0,
EMCO,2023,L3,TA,5338661.735,4244310093,YoY x0.0,
EPCL,2017,L5,current_liabilities,7844778,8678426.0,VLM vs parser,
EPCL,2019,L2.5,total_assets,57466446.0,4471561494.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
EPCL,2020,L2.5,total_assets,69031112,4723723111.0,summary-vs-audited,
EPCL,2020,L5,current_liabilities,15364687,17523677.0,VLM vs parser,
EPCL,2021,L2.5,total_assets,77821603,5069048481.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
EPCL,2022,L2.5,total_assets,85400580,5034330074.0,summary-vs-audited,
EPCL,2024,L2,cash,3341190,3534104.0,prior-year overlap,
EPCL,2024,L2,net_income,9230660.0,-160583.0,prior-year overlap,
EPCL,2024,L5,gross_profit,6569829,57491771.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
EPQL,2017,L5,current_liabilities,8658490,10126630.0,VLM vs parser,
EPQL,2018,L5,current_assets,10335850,895149.0,VLM vs parser,
EPQL,2019,L5,current_assets,14135887,863183.0,VLM vs parser,
EPQL,2023,L5,current_assets,12268815,24504421.0,VLM vs parser,
ESBL,2015,L5,current_liabilities,852455528,896959133.0,VLM vs parser,
